SMID,f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63
comp700,-0.026883006,-0.044366349,0.059912778,0.132316083,-0.16330646,0.398375183,-0.125984699,-0.070465125,0.013524111,0.059116781,0.088446699,-0.034209728,-0.043811563,0.027527165,-0.010171288,-0.010920124,-0.07081756,-0.070732206,-0.057233229,0.063851863,0.075162381,0.014660181,0.034610946,-0.42629227,0.016997145,-0.190293238,0.027208559,-0.023177039,0.034491524,0.055953622,-0.022190651,0.228092611,0.003271801,0.052624509,0.128754899,0.012788598,-0.087921195,0.059182283,-0.030009625,0.06133217,0.36866343,-0.004846931,0.026624367,-0.004152681,-0.011190541,0.440423101,-0.062343501,-0.047155712,-0.080716833,-0.00109484,0.032556832,-0.121420585,0.036794614,0.014643642,0.350322783,-0.029596617,0.017052835,0.002590162,-0.00900304,-0.025642876,0.149750412,0.034945913,-0.345084339,0.045014203
comp701,0.000563523,0.091169536,-0.357675523,-0.011380702,-0.034792405,0.370784104,-0.380063832,-0.101544276,0.055512574,0.04110983,0.108377799,0.019857228,-0.011675435,-0.022671513,0.00132593,0.02417106,-0.020702817,-0.032482252,0.0729931,0.013400974,0.047132783,-0.023807628,0.080173075,-0.185067877,-0.053110912,-0.248838693,0.033655461,-0.023037637,0.060775682,0.138262033,-0.00206499,0.172121838,0.004213186,0.056878638,0.101211473,-0.013268059,0.007621065,-0.014422352,-0.017431334,0.011894356,0.209409237,-0.011461847,0.040789638,-0.087616742,-0.002500672,0.374963611,-0.055847786,-0.230911851,-0.065825023,-0.072140753,0.028583378,-0.120413594,0.018131722,-0.031299856,0.33893761,-0.07634306,0.054860864,-0.046551786,0.049659591,-0.043313898,0.17256017,-0.061169416,-0.349045843,0.025894918
comp702,0.06734626,-0.025633715,0.053093981,0.103110269,-0.023349583,0.524240017,-0.393185049,-0.135094509,-0.023579761,0.101220079,0.003036744,0.05724455,-0.03831083,0.00917523,-0.086526476,0.030554274,-0.013950458,0.003185074,-0.099009551,0.049627565,0.109692663,-0.008051164,0.044774715,-0.319696784,0.081723377,-0.264530361,0.022231445,0.00110033,0.09184128,0.046695229,-0.081275739,0.215162665,0.026278112,0.058960542,0.170279026,0.009577591,-0.131967932,0.013251024,0.021383952,0.063309543,0.381046802,0.037141822,-0.00264179,-0.041587096,0.092786171,0.421910763,0.057544477,-0.044405274,0.088040605,-0.007766604,0.029053003,-0.1368801,-0.029620314,0.075074375,0.333270669,0.040023185,0.051968034,0.027746938,0.090708539,-0.086678036,0.2428433,-0.021393916,-0.350326449,-0.021659115
comp703,0.014601372,-0.044183247,-0.413439482,-0.013752131,-0.036848951,0.376039535,-0.014038121,-0.001022607,0.024082249,0.032304224,0.022760762,0.043868084,-0.010744387,0.052515298,0.039139844,-0.025802156,-0.024598164,0.030474395,0.034597475,-0.022367492,0.052009925,-0.070019834,0.084738955,-0.148209229,0.050723158,-0.220184788,0.016153738,-0.021462012,0.099970765,0.110144824,0.005360375,0.16625464,0.037165251,0.064100146,0.095665596,0.083243154,-0.036922865,-0.035629619,-0.021554984,-0.03239619,0.180018783,-0.017999366,0.049692214,0.011273216,0.056343395,0.41633442,0.004519021,-0.280496806,0.075623453,-0.059336632,0.036446452,-0.156949669,-0.026628921,-0.018465336,0.282676309,-0.0313995,0.040153384,-0.10920088,0.042443957,-0.085220069,0.172070399,0.007983826,-0.417812496,-0.048873618
comp704,0.045129329,0.000947663,0.036749624,0.084168315,-0.022910466,0.346413881,-0.0898095,-0.017836623,0.016254522,0.041364513,0.05079316,0.004024458,-0.010412871,0.092049606,0.026361285,0.009148202,-0.007581166,0.030203639,-0.040660489,0.045143209,0.080229476,-0.054938927,0.035069533,-0.244835138,0.050958909,-0.291068763,0.032979768,0.038070794,0.050582249,0.106239438,0.003390221,0.135917887,-0.052881084,0.047650844,0.074422538,-0.02712566,-0.198749289,0.060635023,0.004680247,0.057648007,0.460683674,-0.006392808,-0.039930444,0.017860232,0.036820795,0.272070467,-0.134303227,-0.187919334,0.143964201,-0.00485175,0.016600788,-0.179817721,0.032321986,-0.02100591,0.352673143,-0.052919015,0.053968716,-0.023993818,-0.047981016,-0.08353965,0.181713358,0.020509677,-0.370208204,0.038993619
comp705,0.066692896,0.018550247,-0.044041213,0.006148307,-0.027961973,0.476954609,-0.006163836,-0.104557656,0.006423915,0.033280656,0.093538649,0.000852925,-0.01355759,-0.04186248,0.030285096,-0.009767091,-0.009011772,-0.030419549,0.030588014,0.035293836,0.096025437,-0.116742574,0.066977374,-0.226440296,0.000972564,-0.185180694,0.043315411,-0.024289003,0.049865171,0.155502617,0.025204755,0.23583591,-0.011982055,0.05712606,0.124741882,-0.00095018,-0.166477621,-0.008886337,-0.051241491,0.055555318,0.243427336,0.011163513,-0.047607113,0.003313551,0.09518896,0.385711193,-0.016092189,-0.234320447,0.009532552,0.043224253,0.013112038,-0.215788156,0.026123811,0.014341759,0.328093678,0.041585624,0.030432509,0.06420137,0.033313889,-0.072999649,0.179559946,-0.033104856,-0.240835771,0.061588619
comp706,0.067402318,-0.024022358,-0.836232662,-0.021592373,-0.01549262,0.290932834,0.017385066,0.080604523,-0.010868497,0.032656536,0.104456127,-0.014018092,-0.009727701,-0.034869596,-0.005086873,0.052048888,-0.051156629,0.048321746,-0.014662212,0.034158848,-0.020951888,0.048183016,0.083834186,-0.114943668,-0.144725889,-0.215330362,-0.380155414,-0.023095209,-0.103350893,0.093927741,-0.005818242,-0.021178847,-0.003835842,0.07897532,0.113397755,0.039844032,0.085299894,-0.002415451,-0.056282267,0.084539346,0.089651734,0.00701078,-0.073190376,-0.011132956,-0.053013835,0.459328204,0.061093874,-0.400813162,0.011614216,-0.077460863,0.087220609,-0.133345813,0.152964428,0.06573879,0.269725502,-0.042295042,0.054486699,-0.070188627,-0.115641065,0.001883614,-0.0167087,0.019636555,-0.764211595,0.069692075
comp707,0.061199244,-0.087840632,-0.850996852,-0.015434357,-0.011843261,0.28051433,-0.358583182,0.057890177,0.015379279,0.024916952,0.134843424,0.125596166,-0.007474239,-0.027343148,-0.017710822,0.051129159,-0.053742785,-0.004183154,-0.028551463,-0.019663392,-0.138872385,-0.063053332,0.085328557,-0.113468312,-0.086345367,-0.203755453,-0.424601197,0.025012439,-0.06839449,0.076837897,0.012963587,-0.014661285,-0.014659365,0.087054402,0.105328731,0.105948143,0.116329379,0.011840096,-0.030218726,0.085908763,0.093015909,0.034315765,-0.076801136,-0.020473743,-0.02536319,0.452343196,0.038810752,-0.4013547,0.012345931,-0.085868053,0.08852765,-0.077967249,0.104501568,-0.122363687,0.404756814,-0.036806792,0.029634142,-0.130472705,-0.106757283,-0.014053901,-0.015585687,0.068775721,-0.806578398,0.059910402
comp708,0.173275426,0.076146215,0.063027374,0.144433498,-0.036036104,0.457557827,-0.114952289,0.017247917,-0.043663759,0.026051592,0.043870103,0.003277627,-0.031308684,-0.011059117,0.000397492,-0.027518326,-0.103667207,0.043445554,0.103041694,0.018401636,0.137345448,0.001115733,0.045062069,-0.339001238,-0.027194263,-0.340928197,0.013265681,0.058100816,0.130648047,0.034566302,-0.02890349,0.216618285,0.017319199,0.12735875,0.183277622,-0.026067093,-0.139579102,0.008017151,0.055617824,-0.006898171,0.422883809,-0.016405901,0.169967592,-0.01845978,-0.001863787,0.313570261,0.045964614,-0.024965709,-0.007109231,-0.017002342,0.012018174,-0.208211645,-0.0676101,-0.029424729,0.258866847,0.026367912,0.056521706,-0.030193424,-0.031430595,-0.047772855,0.121863186,-0.038872175,-0.338381946,0.047008365
comp709,-0.003499848,0.020636365,-0.570291579,-0.012265777,-0.033196714,0.333145261,-0.236673862,-0.022207253,-0.00668403,0.031824026,0.017480522,0.071880221,-0.010895653,0.047735751,0.10807056,0.011435518,-0.028608566,-0.075615376,-0.037212219,0.029752137,0.01917517,0.072443463,0.092038423,-0.139494032,-0.049372368,-0.192132622,-0.01966087,-0.023060692,0.053936977,0.112255573,-0.008279831,0.075817242,-0.056917991,0.057307303,0.092606559,-0.031339578,-0.041527677,-0.003482626,0.029240038,-0.049183298,0.123864591,-0.068674758,-0.059583891,-0.035025172,0.022337729,0.388972431,0.000521848,-0.303795815,-0.016798593,-0.054884478,0.049432248,-0.136725083,0.017421838,0.004944518,0.347916007,-0.063879527,0.028921543,-0.048485938,-0.067504346,-0.043732464,0.126711234,0.004462282,-0.521705091,0.075303525
comp710,0.032905258,0.035621867,-0.727969527,-0.014174254,-0.02833779,0.321254164,-0.399287105,-0.054433323,0.027034804,0.026541466,0.078347661,0.113178708,-0.0107629,-0.054187171,0.044307012,0.027916837,-0.039775241,0.022742746,0.0117847,0.035888642,-0.075681739,-0.044019081,0.093329564,-0.153536245,-0.04975798,-0.205054745,-0.162955388,0.071750492,0.002696985,0.099510461,-0.005051628,0.087941028,-0.069120243,0.065425098,0.091189332,-0.084648915,0.054671053,-0.030029289,-0.02280695,0.015701864,0.112876534,0.029232793,-0.026444696,-0.023904555,-0.048469,0.377665162,0.023260539,-0.320156068,0.014789551,-0.076105393,0.055219024,-0.098812401,0.112981878,0.077550545,0.378763139,-0.042445172,0.029138273,-0.098200701,-0.074969649,0.026857398,0.043516081,0.090967357,-0.616670728,0.068845794
comp711,0.037216578,0.005979385,-0.153843403,-0.00556474,-0.031755451,0.538859069,0.011150017,-0.063488401,0.006608689,0.024921063,0.086537175,0.018568594,-0.010373768,-0.01311381,0.0499814,-0.044373307,-0.008432793,-0.063085265,-0.063859046,0.049463298,0.111405514,-0.059204422,0.077757962,-0.20201388,-0.053340167,-0.207633749,0.043227188,-0.020146949,0.105505385,0.131440982,0.006157784,0.237149671,0.041076846,0.05574958,0.084920339,0.022365408,-0.157376558,-0.00684391,-0.000254179,0.020739855,0.229923934,-0.099153705,-0.02386312,0.017077751,0.095244914,0.329274446,-0.041741688,-0.227467179,0.034207433,-0.060304511,0.01464203,-0.116866156,-0.082233071,0.008635592,0.282581061,0.040661335,0.024446655,6.46E-05,0.073216833,-0.063631497,0.188479602,0.034575865,-0.268888682,-0.01661944
comp712,0.078227028,-0.070162378,0.055304568,0.101518162,-0.02256735,0.434331715,-0.090549201,-0.022815909,-0.039164707,0.054892574,0.110229127,-0.023272036,-0.015322679,-0.074249052,-0.035407137,0.004023171,-0.005536914,-0.000850105,-0.100020967,-0.027531195,0.101046436,-0.027243234,0.040378522,-0.379289418,0.023417767,-0.231009781,0.02705848,0.00375426,0.029902561,0.111413613,-0.076676175,0.188072592,0.037379965,0.052409228,0.079514526,0.049501564,-0.187712863,-0.06101194,-0.035763383,0.005959929,0.346365929,-0.013607131,-0.050213385,-0.064995781,-0.028089331,0.366031289,0.013194514,-0.160135701,-0.017483655,-0.007098367,0.011871785,-0.212521225,0.070477426,-0.011817032,0.310522109,-0.011999623,0.052423615,-0.053934075,0.052106619,-0.052151438,0.130240247,-0.011729048,-0.397144943,0.06173116
comp713,0.130201116,0.038868669,0.051113158,0.14917393,-0.033739261,0.527726352,-0.124482304,-0.033421129,-0.048490871,0.090841532,0.048029114,0.002196774,-0.038656063,-0.018663194,-0.098000064,-0.033797484,-0.031842109,0.031292271,0.01357611,0.023679452,0.142316952,-0.01151264,0.164978564,-0.29096368,-0.042108484,-0.246106505,0.029508289,0.024013808,0.049526133,0.026736645,-0.06226841,0.253568262,0.010429923,0.040861398,0.093758188,0.019662313,-0.224882811,-0.091165334,-0.020721944,0.025472077,0.457507253,-0.002222958,0.002963272,-0.019860858,0.036992129,0.277491778,0.038265735,-0.142860964,-0.009307995,-0.000106226,0.017444491,-0.321291566,0.0268577,0.010350636,0.254569203,-0.027396895,0.040373668,-0.003566738,-0.017577628,-0.019601226,0.094235487,-0.0513767,-0.267732471,0.05268199
comp714,-0.044316743,-0.01937386,0.057356142,0.118047446,-0.036859315,0.350147873,-0.123892643,0.011482157,0.042005237,0.13047488,0.019270986,-0.001231897,-0.061969839,-0.013091909,0.027817305,-0.018935813,-0.021236673,0.015656756,0.039343879,0.040449776,0.118064612,0.004815613,0.049185086,-0.322212577,0.031648844,-0.296240836,0.024146033,0.006762982,0.111816965,0.032614961,-0.058045898,0.211596861,0.00117231,0.078553401,0.118365556,0.032118298,-0.078048058,0.02654488,-0.005469786,0.059957273,0.418786347,-0.016342321,0.132376447,-0.016370671,-0.012149517,0.362465441,-0.100947477,-0.051233839,-0.008419568,-0.025251618,0.035593241,-0.297999173,-0.007496847,-0.015484559,0.281338185,0.00715752,0.070492566,0.060212832,0.008241537,-0.042573687,0.155306339,-0.049608998,-0.363467813,0.00252924
comp715,0.082826503,-0.025524911,-0.94989574,-0.018208677,-0.009852313,0.287913114,-0.138079703,0.068323337,-0.079979651,0.026837112,0.007068774,0.091434211,-0.006254326,-0.019317938,0.055322364,0.107795052,-0.050850224,-0.084467918,-0.038971607,0.061131142,-0.067079037,0.085990906,0.068047047,-0.113235779,-0.069600619,-0.238058522,-0.661378264,-0.000275634,0.008588691,0.094581008,-0.030973066,-0.078966908,0.04862541,0.090088576,0.132990405,0.062862419,0.142760873,-0.009599053,-0.051188495,0.145160571,0.109137088,-0.040916003,-0.065457903,0.012712711,0.064038575,0.453455955,0.047601353,-0.5521608,0.00883098,-0.131023705,0.109608978,-0.098644905,0.021244194,-0.055336092,0.489857048,-0.04414051,-0.018505724,-0.026528856,0.023281487,-0.103445515,-0.162938833,0.078001603,-0.820143998,0.04513843
comp716,0.001313086,0.003752479,-0.272879839,-0.010009201,-0.031931639,0.472654402,-0.203061625,-0.088240832,0.052189127,0.018312925,0.103806637,0.006983199,-0.010427847,-0.035315674,-0.019606404,-0.015833814,-0.01261803,-0.008653199,-0.036214296,-0.000577488,0.019067105,-0.083710901,0.091015376,-0.171711043,-0.011894252,-0.190121278,0.048065819,-0.007020668,0.060234342,0.117526054,0.039357502,0.211161315,-0.014763981,0.052912205,0.088444129,0.019629037,-0.097562872,-0.058602609,-0.033645853,0.01890246,0.173069686,0.000300856,-0.051143654,-0.010392761,0.042114444,0.364290237,-0.047447834,-0.242720693,0.114418276,-0.015572976,0.019324362,-0.124104969,0.044535648,-0.025133876,0.376891911,0.021541748,0.028033903,-0.026447807,0.047925796,-0.074208446,0.194463581,0.06852749,-0.349944293,0.018782118
comp717,-0.032656573,-0.036925975,0.058256339,0.137398645,-0.037094116,0.42782557,-0.19665277,0.004802475,0.045286946,0.145855278,0.093451343,-0.012193851,-0.062646054,0.014285524,-0.048612036,-0.058618367,-0.018785711,-0.013838463,-0.046670146,0.077499487,0.122477621,-0.063030593,0.060491875,-0.281736672,-0.038156584,-0.248309627,0.023011778,-0.030547617,-0.035323821,0.02901886,0.012400099,0.160134688,-0.014337044,0.106447369,0.099362187,-0.017374162,-0.13270323,0.066957913,-0.061187603,0.068554811,0.328106701,0.12412475,-0.02411459,0.013044719,-0.055448338,0.30562374,-0.029609973,-0.059228864,-0.011031778,0.017932367,0.036492836,-0.091129482,0.070638858,0.01819469,0.267407268,0.011181589,0.095379315,-0.059857219,-0.039970659,0.038193207,0.171782821,0.046001513,-0.526307404,0.045012798
comp718,0.025341399,-0.022267595,0.057067744,0.161309227,-0.029812157,0.402282864,-0.043712262,0.012562365,0.01291717,0.084592298,0.02520163,0.012669879,-0.041106548,0.137995183,-0.016849186,-0.018271385,-0.013325994,0.026597435,-0.061603379,-0.022624888,0.109984525,0.020161588,0.011930046,-0.327286124,0.062158886,-0.348990202,0.024559645,-0.014514322,0.094082907,0.032402236,-0.008428299,0.147272438,-0.0510788,0.072222345,0.11108619,0.09878394,-0.123333871,0.040029135,0.020375397,0.034109656,0.435670644,-0.001383101,0.069060676,-0.01929312,0.042726818,0.28664729,-0.075194225,-0.037639163,-0.105394058,-0.050035592,0.027003026,-0.180269003,-0.026404237,-0.03997191,0.340909749,0.03579659,0.073628426,-0.004829673,-0.023324182,-0.010694535,0.18060939,0.03290645,-0.396624357,0.120462596
comp719,-0.027622962,-0.041194562,0.053604439,0.100512713,-0.023704804,0.380075276,-0.042000197,-0.034318842,0.016074771,0.143586636,0.06802655,0.021708759,-0.038469683,0.098973744,0.02118751,0.00938853,-0.025081955,0.034548908,-0.013543078,0.015403336,0.096332841,-0.004625221,0.049395803,-0.285375178,0.043093611,-0.229063183,0.023900272,0.019972019,0.144195467,0.046790581,-0.015976213,0.238750532,0.021575714,0.061865136,0.191594064,-0.065283805,-0.137038112,-0.051173557,0.069916748,0.111780524,0.396760315,-0.080230229,0.038773611,0.001970856,0.009078639,0.385990173,-0.074848771,-0.044816647,-0.108887486,-0.032654714,0.032999188,-0.215879202,-0.096514516,-0.057801403,0.312565297,0.006396415,0.084959678,0.04311781,-0.00077165,-0.063304834,0.14894326,-0.01920066,-0.3194381,0.056494012
comp720,0.060839187,-0.069028258,-0.837120593,-0.015582563,-0.014861614,0.291415542,-0.243320808,0.069618098,0.017892366,0.020187331,0.08529871,0.066641077,-0.008868813,0.011389744,0.017074646,0.041599993,-0.046803612,0.037724357,-0.013874847,-0.022820316,-0.027049745,0.042558152,0.092719927,-0.133282363,-0.10798423,-0.220211878,-0.407697439,-0.041863423,-0.100334391,0.083176643,0.10256549,0.023285201,-0.063934349,0.076171994,0.108961456,0.027496912,0.096106298,-0.003934838,-0.038465716,0.106908947,0.09246099,0.029988211,-0.076544039,0.036073353,-0.060741596,0.438478291,0.038775574,-0.380715281,-0.011964293,-0.078239188,0.078678548,-0.110720754,0.128691956,-0.008884205,0.288131446,-0.072724275,0.038182802,-0.064729653,-0.110625148,0.000379221,-0.005123016,0.060886297,-0.772383392,0.063818954
comp721,0.017532542,-0.008399017,-0.944046795,-0.011412174,-0.018675003,0.251384884,-0.062514976,0.100982353,0.036886454,0.018500248,0.081815496,-0.003119053,-0.007214344,-0.069329128,0.074588336,0.129205927,-0.051617932,-0.033461202,-0.0787668,-0.051653389,-0.108860962,0.086113937,0.067315392,-0.105635047,-0.111624271,-0.251845151,-0.608325958,0.00997522,-0.094197266,0.084820211,-0.002014207,-0.063302696,0.043845583,0.089798987,0.129761353,-0.00563865,0.119693026,0.003932115,-0.050980989,0.127357781,0.11499697,-0.06705001,-0.066030383,0.0242086,-0.070333615,0.392735988,0.015564223,-0.459506601,-0.052925378,-0.047264397,0.088784814,-0.070129037,-0.027502352,-0.192050934,0.456596702,-0.032037061,-0.100372501,-0.042939283,-0.05832174,-0.048141275,-0.009581274,0.066035397,-0.891949058,0.120801546
comp722,0.02849355,-0.057511225,-0.712370396,-0.013693679,-0.038704608,0.32945475,-0.022815559,-0.033229023,0.009387492,0.022117712,0.10398487,0.033883058,-0.011486671,-0.016609896,0.02380107,-0.019585712,-0.047807854,-0.020977182,0.005178865,0.090543292,-0.086662173,0.046255626,0.093516618,-0.157790571,-0.080470666,-0.216921374,-0.174350128,0.027900977,-0.008889443,0.102208376,-0.054596186,0.103275448,0.065561004,0.062367409,0.084629357,-0.006332851,0.028758781,-0.025538249,-0.051266544,0.031990375,0.108708203,0.028688787,-0.025734615,0.068627931,-0.057454083,0.387971014,0.047233824,-0.314146817,0.015450348,-0.057448655,0.053228945,-0.085665412,0.146404788,-0.005157605,0.325247735,-0.026174605,0.03729181,-0.103368908,-0.055311467,0.021246497,0.057594351,0.123087369,-0.579194784,0.066013478
comp723,0.044570904,0.007803916,0.066436119,0.12546438,-0.034947127,0.382373393,-0.037083857,-0.100369744,-0.02009202,0.025101392,0.036684591,0.008069597,-0.038324736,0.074135423,-0.007931778,-0.017727446,-0.076424986,-0.01525401,0.011055799,0.051030807,0.136913672,0.005057893,0.060778301,-0.387018621,-0.034692489,-0.289337963,0.010414682,-0.026577923,0.089852773,0.030786877,-0.013737498,0.198116213,-0.00612914,0.097633369,0.170566827,0.00217456,-0.127913743,-0.003172385,-0.049367413,0.027022447,0.350826383,0.005300195,0.031469908,0.080109976,0.050186142,0.391649812,0.018284811,-0.027654456,-0.009450707,-0.028071243,0.013825536,-0.182548627,0.024891984,0.040157057,0.326389253,-0.001085182,0.060929962,0.061870307,-0.060415208,-0.046987221,0.177342683,-0.006623129,-0.306047887,0.151903585
comp724,0.074894682,-0.018254796,-0.020132564,0.032494798,-0.026884327,0.458218545,-0.010397835,-0.082255721,-0.026180249,0.038577504,0.064123735,-0.000899499,-0.014304815,0.007511991,0.003613661,0.044948839,-0.007263785,0.00176807,-0.016427146,-0.006337983,0.153603733,-0.040880136,0.066559814,-0.246828526,0.082699165,-0.223868623,0.041929696,-0.024855936,-0.007730987,0.122413665,0.082639001,0.192043722,-0.01949176,0.054542791,0.105790995,0.019766008,-0.144766256,-0.030675426,-0.001646616,-0.014400912,0.321082473,-0.011585961,-0.032191314,0.091686413,0.032175202,0.343281329,-0.032432266,-0.215195894,-0.055998739,-0.024489576,0.012002587,-0.226803467,-0.020221792,-0.06877286,0.304740101,-0.052307159,0.049693745,-0.039542112,0.072853349,-0.059756901,0.172813237,-0.032039486,-0.258544803,0.057046279
comp725,0.058023021,-0.070614956,-0.601139009,-0.015472072,-0.035018079,0.326930106,-0.357521743,0.001497983,0.047217641,0.027569974,0.129743025,0.10906402,-0.01120164,-0.026423242,0.04006841,-0.006118217,-0.03497082,0.021864628,0.012113838,-0.037568998,-0.024978872,-0.090297177,0.096889652,-0.168008164,-0.010492415,-0.20375073,-0.067168824,0.064412042,-0.038450204,0.098459274,0.083864868,0.120432019,-0.043490484,0.070761383,0.087805167,0.1490345,-8.04E-05,-0.008423424,-0.030612277,0.004360246,0.114369243,0.03901495,-0.076358154,-0.022112234,-0.001436712,0.407334387,-0.025078278,-0.311861455,0.007587914,-0.010824394,0.04993248,-0.098934896,0.155051887,-0.026893524,0.282337219,-0.052269947,0.062150206,-0.142149284,-0.07682205,0.016188461,0.071673006,0.062441494,-0.548427582,0.059977863
comp726,0.128605172,-0.022227637,0.05349585,0.168514043,-0.03363499,0.585440755,-0.042017009,-0.042354271,-0.018369053,0.073524684,0.074649379,0.014681244,-0.031994596,0.034634531,0.025179677,-0.007835469,-0.011812636,0.031492252,-0.085444793,0.046261363,0.102648474,0.008359491,0.009090378,-0.339081615,0.007108214,-0.311733097,0.022561766,0.04925853,0.129439697,0.031585116,-0.016307684,0.264704049,-0.01238757,0.077233568,0.113520719,-0.019605231,-0.149452984,0.018512668,0.031685896,0.010016681,0.358715177,-0.035425968,0.01835696,0.023262337,0.035261538,0.203563645,-0.025334343,-0.032800857,-0.12686342,-0.055374976,0.016695976,-0.115115546,-0.078643262,-0.07546401,0.269125253,-0.009233847,0.008943124,-0.020061627,0.038286503,-0.086105198,0.205455944,-0.048952755,-0.383669883,0.090392075
comp727,0.061513949,-0.069475278,0.059982382,0.058803268,-0.050576542,0.504586399,-0.084335677,-0.05146715,0.018194923,0.109126203,-0.010471674,0.006237565,-0.025309494,0.042870168,-0.039654616,-0.061809335,-0.035117906,0.000289145,-0.12023209,0.089827977,0.159766868,-0.018361151,0.026026672,-0.299988657,-0.061972599,-0.292129755,0.018560871,0.053842921,0.021879338,0.030540321,-0.036222007,0.254858911,0.071490474,0.058982,0.204540431,-0.027296968,-0.152783185,0.073439777,0.013593825,-0.020104606,0.486287445,-0.113997057,0.009659264,0.013480583,-0.03553817,0.320121557,-0.029806525,-0.039173864,0.133903697,0.01436036,0.030666918,-0.167456046,0.020248577,0.03501403,0.278425723,-0.040718328,-0.020475561,0.027680684,-0.02940803,-0.085434534,0.140649453,0.015071732,-0.35644418,-0.058070157
comp728,0.095883429,-0.085715175,0.06094633,0.213316604,-0.202507228,0.450627178,-0.031538058,-0.080394112,-0.099483319,0.029161595,0.085070342,-0.019421566,-0.043852273,-0.030213352,-0.003376572,0.009838067,-0.034852531,0.006754808,0.034617167,0.037481774,0.074435271,0.033060078,0.044125367,-0.290001035,0.029157517,-0.179034054,0.02694775,0.030306239,-0.03244774,0.037667722,-0.033224579,0.216832921,0.01695013,0.057019167,0.084656112,0.01343971,-0.159788668,0.016393123,-0.049395189,0.013831588,0.372959226,0.061112188,0.001823707,0.060203481,-0.010469388,0.317918777,0.033930514,-0.050991081,-0.063563518,0.050039027,0.029771388,-0.170489028,-0.011854137,0.000382354,0.323239446,0.00806691,0.047570705,0.019228989,0.011315109,-0.021730753,0.271454424,-0.03395512,-0.457371294,0.062034953
comp729,0.026462287,-0.040722772,-0.572398901,-0.018743329,-0.036685355,0.369945347,-0.24233903,0.000913293,-0.039692458,0.024629358,0.102890879,0.062584981,-0.013196939,0.004845932,0.01882486,0.013462923,-0.022019215,0.072903998,-0.021096205,-0.008994585,0.038029153,0.002365316,0.093445688,-0.163988337,-0.065402687,-0.228727356,-0.042636823,-0.016946999,-0.055629052,0.118111849,-0.002276406,0.177565068,0.009328689,0.055259854,0.095154658,0.037151251,-0.021416036,-0.074342601,-0.088678099,0.052510593,0.121255308,-0.073771134,-0.021867337,0.017612709,-0.091977507,0.381908774,0.015933715,-0.297566772,-0.016565077,-0.017999085,0.043158323,-0.142894968,0.080136366,0.088231787,0.190840721,0.016712008,0.036608372,-0.054893725,0.004300924,0.041980285,0.101650357,0.030687017,-0.484743714,0.059523303
comp730,0.042841248,0.001747491,0.0617963,0.174720064,-0.033575505,0.383357555,-0.297782719,-0.056086633,0.022334855,0.01794412,0.011826617,0.053304024,-0.028397091,0.030159617,-0.00613912,-0.012139163,-0.065269887,-0.033211183,-0.109896399,0.038667623,0.147871315,0.011137185,0.032570738,-0.409197748,0.050773948,-0.362817585,0.012419596,-0.028999655,0.094132215,0.023665113,0.01836488,0.208299652,0.007436952,0.072744749,0.1782116,0.00483938,-0.112749092,-0.006188049,-0.020244995,0.03480462,0.367931932,0.025139786,0.00314207,0.014647124,0.006931446,0.405202866,0.01265395,-0.017152911,0.005207689,0.024042526,0.023866624,-0.194250673,0.039003693,0.046888262,0.306081206,-0.003043105,0.038067672,0.05806547,-0.040897623,-0.051905364,0.200893179,-0.024923202,-0.331954479,0.09811224
comp731,-0.023766408,0.042693947,0.045259267,0.157238618,-0.028773136,0.469864368,-0.032482065,-0.041232992,-0.054184284,0.148203313,0.057857201,-0.010274864,-0.042285103,-0.061430398,-0.010061199,-0.015043295,-0.020150431,0.042199548,-0.053249266,-0.036507618,0.138353854,0.06671758,0.075211816,-0.219980389,0.007383076,-0.208914518,0.02299715,0.045052044,0.09941145,0.049066618,0.065548234,0.240652561,-0.02263608,0.082508005,0.176141262,-0.048979193,-0.216899365,0.052443128,0.030671526,0.072555028,0.232395366,-0.050583556,0.017642263,0.081206404,0.039886095,0.365144581,-0.083910435,-0.049482588,-0.059420131,-0.065493286,0.021991551,-0.166965112,-0.108543605,0.011937912,0.25596714,-0.059548929,0.009454867,0.002932369,0.058540102,-0.059504855,0.196878612,0.042686306,-0.424528569,0.00359252
